,clf_name,params,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_f1-score,std_test_f1-score,mean_test_accuracy,std_test_accuracy,mean_fit_time,std_fit_time
0,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.26666666666666666,0.3511884584284246,0.2333333333333333,0.3265986323710904,0.23666666666666666,0.30566866593312003,0.8020833333333334,0.08582220801685826,0.09640562534332275,0.018727535940760594
1,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.25,0.2608745973749755,0.26666666666666666,0.3179797338056486,0.25,0.2729468812791236,0.8012499999999999,0.06588210218935708,0.14320037364959717,0.031324281525751056
2,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}",0.2333333333333333,0.24944382578492943,0.2833333333333333,0.3253203549323856,0.2533333333333333,0.277368587502863,0.8083333333333333,0.07271997280283075,0.17890379428863526,0.0071013864220980365
3,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.25833333333333336,0.23702437755546485,0.31666666666666665,0.3113590282044901,0.27666666666666667,0.2582204054248575,0.7949999999999999,0.07819136070493267,0.24909160137176514,0.027625279569270928
4,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 250}",0.21666666666666665,0.2362907813126304,0.2833333333333333,0.3253203549323856,0.24333333333333335,0.27,0.7954166666666665,0.07686229569821604,0.2884634017944336,0.013459765437759624
5,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.21666666666666665,0.23629078131263043,0.2833333333333333,0.3253203549323856,0.24,0.26532998322843204,0.7949999999999999,0.07228416147400481,0.38030061721801756,0.026623751723950644
6,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 350}",0.21666666666666665,0.2362907813126304,0.2833333333333333,0.3253203549323856,0.24333333333333335,0.27,0.7954166666666665,0.07686229569821604,0.4597498893737793,0.1143100041883498
7,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}",0.2833333333333333,0.2477678124553084,0.31666666666666665,0.3113590282044901,0.29,0.26248809496813374,0.8079166666666666,0.07346697103687706,0.5042917490005493,0.10922802387738506
8,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 450}",0.21666666666666665,0.2362907813126304,0.2833333333333333,0.3253203549323856,0.24333333333333335,0.27,0.7954166666666665,0.07686229569821604,0.7276985168457031,0.2324513949878657
9,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.21666666666666665,0.2362907813126304,0.2833333333333333,0.3253203549323856,0.24333333333333335,0.27,0.7954166666666665,0.07686229569821604,0.5852654933929443,0.044240561259206855
10,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 50}",0.2833333333333333,0.39475730941090037,0.18333333333333332,0.22912878474779202,0.21666666666666665,0.27938424357067015,0.8216666666666667,0.0816454053956634,0.05710575580596924,0.003783735433247705
11,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}",0.3,0.4,0.18333333333333332,0.22912878474779202,0.22333333333333333,0.28286235364769047,0.83375,0.07040187221311031,0.12040476799011231,0.030042565020708584
12,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 150}",0.2833333333333333,0.39475730941090037,0.18333333333333332,0.22912878474779202,0.21333333333333332,0.2745501370929867,0.8270833333333332,0.07012513616544515,0.1798835039138794,0.013269840026982139
13,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 200}",0.33333333333333337,0.3872983346207417,0.21666666666666665,0.2242270674512285,0.2533333333333333,0.2696499788820891,0.8333333333333333,0.06561673228343176,0.24770760536193848,0.01607794985836033
14,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 250}",0.3,0.4,0.18333333333333332,0.22912878474779202,0.22333333333333333,0.28286235364769047,0.82125,0.08302965501018966,0.28466546535491943,0.013555732823361734
15,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 300}",0.33333333333333337,0.3872983346207417,0.21666666666666665,0.2242270674512285,0.2533333333333333,0.2696499788820891,0.8208333333333332,0.07894706383956841,0.3550499200820923,0.01735074327100736
16,ExtraTreesClassifier,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 350}",0.2833333333333333,0.39475730941090037,0.18333333333333332,0.22912878474779202,0.21333333333333332,0.2745501370929867,0.8208333333333332,0.07894706383956841,0.42188856601715086,0.03627159206479455
